temperature,humidity,pressure,wind_speed,wind_direction,rain,cloudiness,description,condition_type,label
23.5,98,1009,1.05,320,0.0,93,3,0,aman
25.04,93,1009,1.32,295,0.0,94,3,0,aman
25.55,90,1010,1.52,298,0.0,98,3,0,aman
28.11,76,1009,2.07,293,0.0,97,3,0,aman
29.98,66,1008,2.24,290,0.0,95,3,0,aman
30.02,65,1007,2.37,296,0.0,96,3,0,aman
30.29,63,1007,2.14,301,0.0,97,3,0,aman
31.51,57,1005,1.98,311,0.0,98,3,0,aman
29.44,70,1005,1.83,323,0.0,99,3,0,aman
27.54,86,1005,1.13,53,0.0,100,3,0,aman
25.52,95,1005,0.97,44,0.0,100,3,0,aman
24.58,97,1006,1.06,29,0.0,100,3,0,aman
24.12,98,1007,0.87,60,0.0,100,3,0,aman
23.78,99,1008,0.94,60,0.0,100,3,0,aman
23.64,99,1008,0.66,53,0.11,100,4,1,aman
23.74,98,1009,0.36,289,0.56,100,4,1,aman
23.8,97,1009,0.87,263,0.75,100,4,1,aman
23.75,98,1008,0.81,249,2.19,100,6,1,bahaya
23.52,99,1008,0.73,251,0.33,100,4,1,aman
23.44,99,1008,0.93,300,2.05,100,6,1,bahaya
23.3,99,1007,0.84,306,7.49,100,7,1,bahaya
23.15,99,1008,0.86,273,11.89,100,7,1,bahaya
22.98,99,1008,0.53,289,3.16,100,6,1,bahaya
22.8,98,1008,0.66,292,0.0,100,3,0,aman
22.76,98,1008,0.6,318,0.0,100,3,0,aman
22.85,98,1009,0.7,358,0.0,100,3,0,aman
23.02,98,1009,0.51,2,0.0,100,3,0,aman
23.45,98,1009,0.26,360,0.0,100,3,0,aman
24.02,96,1009,0.82,356,0.0,100,3,0,aman
24.49,94,1008,0.83,17,0.0,100,3,0,aman
24.45,95,1008,0.2,15,0.0,100,3,0,aman
24.67,94,1007,0.3,303,0.0,100,3,0,aman
26.71,82,1006,0.75,345,0.0,99,3,0,aman
26.52,85,1006,0.91,330,0.0,100,3,0,aman
25.86,89,1006,0.76,343,0.37,100,4,1,aman
25.09,92,1007,0.54,347,0.0,100,3,0,aman
24.7,93,1008,0.32,7,0.0,100,3,0,aman
24.44,94,1008,0.59,44,0.0,100,3,0,aman
24.63,94,1009,0.74,55,0.0,100,3,0,aman
24.45,95,1009,0.72,68,0.0,100,3,0,aman
24.2,96,1009,0.85,32,0.0,100,3,0,aman
24.28,94,1008,0.68,30,0.0,100,3,0,aman
23.84,96,1008,0.85,5,0.0,100,3,0,aman
23.7,96,1007,1.14,351,0.97,100,4,1,waspada
23.17,99,1007,0.88,341,0.0,100,3,0,aman
23.74,97,1007,0.64,298,0.0,100,3,0,aman
23.58,98,1007,0.5,320,0.0,100,3,0,aman
23.59,98,1008,0.7,352,0.0,100,3,0,aman
24.31,96,1008,0.34,337,0.0,100,3,0,aman
25.35,93,1009,0.39,347,0.0,100,3,0,aman
27.17,85,1009,0.57,13,0.0,100,3,0,aman
25.53,95,1009,0.52,345,0.0,100,3,0,aman
27.43,86,1008,0.52,306,0.0,100,3,0,aman
27.72,84,1007,0.45,252,0.39,100,4,1,aman
26.82,90,1007,0.57,251,0.0,100,3,0,aman
26.28,93,1006,0.71,232,0.0,100,3,0,aman
25.76,95,1005,0.45,223,0.0,100,3,0,aman
27.9,85,1005,1.17,231,0.0,90,3,0,aman
26.45,95,1005,0.47,249,0.0,91,3,0,aman
25.3,97,1006,0.43,37,0.0,93,3,0,aman
24.92,98,1007,0.85,58,0.0,95,3,0,aman
24.72,99,1008,0.92,56,0.0,96,3,0,aman
24.65,98,1008,0.86,45,0.0,100,3,0,aman
24.25,99,1008,0.8,29,0.0,82,0,0,aman
24.0,99,1008,0.6,26,0.0,86,3,0,aman
23.9,99,1008,0.7,17,0.0,85,3,0,aman
23.73,99,1007,0.66,5,0.0,86,3,0,aman
23.57,99,1007,0.6,350,0.0,84,0,0,aman
23.58,99,1006,0.88,349,0.0,88,3,0,aman
23.82,98,1006,0.76,341,0.0,100,3,0,aman
23.7,98,1007,0.45,329,0.0,100,3,0,aman
23.49,99,1007,0.39,341,0.0,99,3,0,aman
24.39,97,1007,0.38,310,0.0,96,3,0,aman
25.89,92,1008,0.67,318,0.0,97,3,0,aman
27.39,85,1008,0.57,311,0.0,95,3,0,aman
27.9,89,1008,0.19,273,0.0,98,3,0,aman
29.08,82,1007,0.12,171,0.0,99,3,0,aman
32.29,62,1006,0.38,252,0.0,91,3,0,aman
30.39,73,1005,0.69,239,0.0,89,3,0,aman
29.15,82,1005,0.85,228,0.0,91,3,0,aman
28.75,86,1004,1.13,198,1.19,99,6,1,waspada
28.73,87,1004,1.59,177,0.0,74,0,0,aman
27.11,94,1004,1.36,169,1.25,71,6,1,bahaya
25.41,96,1005,1.29,151,1.12,78,6,1,waspada
24.68,97,1006,1.27,147,0.0,81,0,0,aman
24.54,98,1006,1.09,145,0.0,80,0,0,aman
24.5,97,1007,0.87,158,0.0,86,3,0,aman
24.47,98,1007,0.85,175,0.0,95,3,0,aman
24.58,98,1007,0.58,172,0.0,97,3,0,aman
24.56,98,1006,0.68,209,0.0,97,3,0,aman
24.47,98,1006,0.62,228,0.0,98,3,0,aman
24.13,99,1006,0.82,195,0.0,98,3,0,aman
23.86,99,1006,0.66,190,0.0,100,3,0,aman
24.03,97,1006,0.5,286,0.0,100,3,0,aman
23.87,98,1006,0.68,268,0.0,100,3,0,aman
23.85,98,1007,0.5,250,0.0,100,3,0,aman
23.97,98,1007,0.14,39,0.0,100,3,0,aman
24.29,97,1008,0.22,321,0.0,100,3,0,aman
24.78,96,1008,0.38,360,0.0,100,3,0,aman
25.35,95,1008,0.11,218,0.0,100,3,0,aman
26.28,92,1007,0.19,180,0.0,99,3,0,aman
27.32,86,1007,0.64,189,0.0,99,3,0,aman
29.55,72,1006,0.94,184,0.0,96,3,0,aman
30.13,65,1005,1.11,180,0.0,95,3,0,aman
29.72,68,1004,1.01,159,0.0,100,3,0,aman
28.45,77,1004,1.18,126,0.0,100,3,0,aman
29.69,75,1009,0.49,190,1.47,98,6,1,bahaya
26.76,81,1006,1.24,41,2.09,99,6,1,bahaya
29.62,79,1006,1.55,49,1.27,88,6,1,bahaya
29.47,78,1007,0.88,203,1.59,97,6,1,bahaya
27.03,90,1007,1.13,212,1.7,94,6,1,bahaya
26.94,91,1006,0.46,345,1.82,94,6,1,bahaya
26.46,90,1009,0.53,19,1.31,91,6,1,bahaya
29.44,78,1008,0.91,202,1.59,98,6,1,bahaya
28.85,81,1010,0.98,73,1.76,33,6,1,bahaya
29.45,80,1006,1.55,48,1.43,91,6,1,bahaya
24.07,98,1007,0.43,33,1.99,99,6,1,bahaya
24.51,95,1008,0.86,210,1.7,95,6,1,bahaya
23.47,99,1007,1.14,302,2.95,100,6,1,bahaya
22.7,99,1009,0.74,240,1.78,97,6,1,bahaya
24.65,91,1006,0.62,350,2.88,97,6,1,bahaya
27.92,87,1007,1.18,152,3.25,100,6,1,bahaya
27.93,83,1010,1.05,19,1.44,98,6,1,bahaya
23.59,98,1008,0.8,246,2.23,100,6,1,bahaya
23.8,97,1007,1.54,302,2.39,100,6,1,bahaya
24.44,96,1009,1.15,19,1.61,99,6,1,bahaya
25.49,93,1010,0.94,287,1.68,99,6,1,bahaya
23.3,99,1007,0.85,305,7.4,100,6,1,bahaya
25.06,95,1008,0.41,13,2.82,95,6,1,bahaya
24.7,96,1009,0.72,284,1.79,100,6,1,bahaya
28.8,83,1006,1.07,121,1.49,66,6,1,bahaya
24.3,97,1009,0.24,85,3.91,100,6,1,bahaya
26.38,93,1005,0.81,141,1.64,100,6,1,bahaya
27.71,84,1009,1.27,273,1.67,98,6,1,bahaya
27.57,87,1008,0.65,18,1.46,93,6,1,bahaya
27.41,86,1009,0.74,61,2.0,100,6,1,bahaya
25.57,93,1010,0.53,78,2.24,100,6,1,bahaya
24.09,97,1009,0.92,293,2.53,100,6,1,bahaya
22.81,99,1010,0.67,251,1.5,98,6,1,bahaya
27.66,85,1010,1.29,275,1.74,98,6,1,bahaya
23.87,98,1008,0.31,108,6.74,98,6,1,bahaya
28.26,75,1006,0.64,328,1.89,98,6,1,bahaya
28.53,84,1006,1.45,49,2.23,97,6,1,bahaya
24.37,97,1006,0.7,349,2.42,94,6,1,bahaya
26.82,93,1005,1.13,155,4.16,99,6,1,bahaya
24.81,94,1009,1.09,250,1.86,98,6,1,bahaya
27.32,91,1006,0.67,143,2.61,100,6,1,bahaya
24.45,92,1009,1.17,244,1.31,97,6,1,bahaya
29.51,73,1008,1.32,51,1.31,98,6,1,bahaya
28.31,80,1009,1.52,275,2.33,98,6,1,bahaya
27.76,85,1009,0.86,18,1.45,96,6,1,bahaya
24.49,95,1009,1.24,300,2.38,100,6,1,bahaya
26.02,89,1006,1.39,35,2.61,100,6,1,bahaya
27.1,89,1008,0.57,18,1.4,92,6,1,bahaya
29.88,71,1008,1.78,275,2.35,98,6,1,bahaya
26.46,92,1007,0.35,133,1.64,98,6,1,bahaya
29.53,74,1008,1.35,51,1.3,97,6,1,bahaya
23.8,97,1009,0.69,276,2.0,100,6,1,bahaya
28.39,82,1008,0.88,204,1.61,97,6,1,bahaya
31.69,58,1007,2.34,279,3.4,100,6,1,bahaya
29.97,77,1007,0.15,193,1.47,97,6,1,bahaya
29.49,73,1008,1.29,52,1.31,100,6,1,bahaya
23.52,97,1008,0.52,83,1.43,87,6,1,bahaya
26.98,82,1007,1.32,41,1.77,99,6,1,bahaya
25.69,90,1011,1.36,250,1.4,95,6,1,bahaya
24.71,96,1009,0.73,285,1.73,100,6,1,bahaya
24.48,97,1010,0.4,292,1.86,100,6,1,bahaya
22.78,99,1010,0.63,240,1.92,96,6,1,bahaya
26.94,90,1005,0.97,143,2.11,100,6,1,bahaya
26.91,94,1004,1.22,160,2.98,87,6,1,bahaya
25.02,93,1008,0.81,66,1.7,92,6,1,bahaya
23.9,96,1008,0.87,226,2.31,97,6,1,bahaya
26.88,91,1007,0.68,92,1.25,73,6,1,bahaya
22.78,99,1009,0.86,307,1.46,100,6,1,bahaya
23.02,99,1008,0.76,266,7.59,100,6,1,bahaya
23.11,99,1008,0.83,271,10.58,100,6,1,bahaya
26.1,84,1006,0.61,342,2.59,98,6,1,bahaya
22.9,98,1009,0.69,272,1.94,100,6,1,bahaya
29.88,78,1008,0.76,346,1.36,95,6,1,bahaya
24.28,96,1008,0.73,279,4.25,100,6,1,bahaya
29.01,80,1007,0.95,250,1.35,85,6,1,bahaya
29.23,79,1008,0.8,200,1.66,98,6,1,bahaya
24.24,97,1008,0.92,25,1.74,99,6,1,bahaya
25.02,93,1009,1.93,301,1.33,100,6,1,bahaya
28.39,86,1006,1.05,118,1.44,60,6,1,bahaya
23.26,98,1009,0.71,253,1.79,100,6,1,bahaya
27.73,83,1006,1.36,45,2.23,99,6,1,bahaya
27.21,86,1009,1.19,272,1.65,98,6,1,bahaya
27.68,89,1007,0.49,138,1.82,100,6,1,bahaya
28.49,86,1006,0.95,118,1.46,62,6,1,bahaya
28.43,83,1008,1.53,45,1.25,95,6,1,bahaya
25.9,89,1006,1.13,1,1.94,100,6,1,bahaya
25.42,94,1007,0.51,92,1.34,79,6,1,bahaya
28.79,83,1006,1.47,49,2.0,95,6,1,bahaya
29.3,80,1006,1.55,48,1.56,93,6,1,bahaya
29.39,74,1007,1.13,62,1.24,100,6,1,bahaya
25.06,95,1006,0.74,342,1.96,92,6,1,bahaya
24.16,98,1007,0.44,34,1.97,99,6,1,bahaya
26.83,81,1006,1.25,41,2.03,100,6,1,bahaya
27.74,89,1006,0.79,91,1.32,71,6,1,bahaya
28.12,84,1007,1.02,74,2.12,94,6,1,bahaya
23.45,98,1008,0.92,299,2.05,100,6,1,bahaya
27.08,90,1006,0.98,143,2.19,100,6,1,bahaya
23.05,98,1010,0.8,243,1.57,96,6,1,bahaya
25.38,93,1009,0.35,79,2.76,97,6,1,bahaya
24.11,98,1009,0.38,296,2.05,100,6,1,bahaya
28.12,85,1008,1.48,46,1.76,99,6,1,bahaya
29.46,73,1008,1.24,55,1.29,100,6,1,bahaya
26.31,92,1006,0.8,332,1.28,91,6,1,bahaya
23.25,99,1008,1.05,299,3.32,100,6,1,bahaya
23.08,98,1009,0.69,273,1.95,100,6,1,bahaya
26.67,91,1005,0.95,142,1.96,100,6,1,bahaya
27.53,87,1007,1.21,208,1.72,98,6,1,bahaya
23.96,98,1008,0.39,94,5.14,96,6,1,bahaya
27.59,85,1009,1.24,273,1.93,98,6,1,bahaya
23.52,98,1008,1.05,297,3.36,100,6,1,bahaya
31.75,58,1007,2.36,278,2.86,95,6,1,bahaya
28.65,78,1007,1.15,10,1.5,94,6,1,bahaya
25.06,95,1010,0.83,287,1.57,99,6,1,bahaya
25.31,91,1008,0.96,67,1.46,76,6,1,bahaya
24.47,94,1008,0.44,263,1.94,60,6,1,bahaya
24.98,92,1009,0.93,272,1.8,99,6,1,bahaya
27.03,87,1009,1.11,272,1.69,91,6,1,bahaya
22.7,99,1009,0.89,313,1.5,100,6,1,bahaya
27.37,83,1006,0.71,330,1.61,95,6,1,bahaya
27.33,90,1007,0.41,135,1.58,96,6,1,bahaya
23.09,99,1008,0.75,278,8.9,100,6,1,bahaya
23.84,98,1008,0.29,111,5.82,97,6,1,bahaya
23.68,98,1008,0.78,297,3.08,100,6,1,bahaya
26.07,91,1009,1.02,72,1.4,95,6,1,bahaya
27.09,88,1010,0.85,67,1.83,100,6,1,bahaya
23.88,97,1009,0.69,277,2.0,100,6,1,bahaya
24.56,93,1009,0.76,244,1.53,93,6,1,bahaya
26.8,86,1008,1.3,29,2.16,100,6,1,bahaya
28.89,84,1006,0.86,120,1.52,69,6,1,bahaya
29.34,70,1008,2.11,284,3.16,100,6,1,bahaya
27.35,83,1007,1.4,42,1.55,99,6,1,bahaya
24.7,94,1008,0.99,273,8.42,99,6,1,bahaya
23.42,98,1008,0.58,210,1.67,92,6,1,bahaya
25.04,92,1011,1.17,254,1.39,96,6,1,bahaya
23.52,99,1008,0.79,300,2.44,100,6,1,bahaya
26.18,90,1009,0.97,276,1.83,98,6,1,bahaya
28.59,84,1007,1.48,48,2.18,99,6,1,bahaya
27.29,88,1008,0.58,17,1.65,93,6,1,bahaya
22.78,98,1009,0.74,243,1.59,97,6,1,bahaya
29.68,79,1008,1.36,154,1.77,85,6,1,bahaya
25.27,88,1006,0.62,347,2.75,97,6,1,bahaya
29.22,78,1008,1.43,49,1.6,100,6,1,bahaya
23.15,97,1008,0.81,229,2.42,98,6,1,bahaya
25.94,92,1010,0.57,20,1.29,91,6,1,bahaya
30.12,75,1007,0.16,191,1.47,97,6,1,bahaya
28.01,82,1010,1.14,19,1.44,99,6,1,bahaya
25.81,92,1010,0.62,20,1.32,92,6,1,bahaya
30.38,73,1009,1.66,355,1.3,89,6,1,bahaya
28.38,84,1006,1.44,48,2.32,99,6,1,bahaya
27.93,84,1009,1.08,70,1.36,100,6,1,bahaya
26.51,81,1006,1.21,39,2.05,100,6,1,bahaya
28.85,82,1006,0.17,341,1.6,98,6,1,bahaya
24.28,97,1009,0.27,86,4.32,100,6,1,bahaya
30.33,73,1009,1.63,354,1.33,89,6,1,bahaya
27.66,89,1006,0.77,93,1.2,69,6,1,bahaya
27.12,89,1007,1.39,210,1.76,98,6,1,bahaya
27.17,82,1007,1.36,41,1.66,99,6,1,bahaya
23.07,99,1008,0.81,272,9.13,100,6,1,bahaya
22.91,99,1008,0.88,303,1.84,100,6,1,bahaya
29.94,77,1007,0.28,186,1.64,92,6,1,bahaya
25.12,92,1009,0.95,272,1.79,99,6,1,bahaya
26.77,88,1006,0.92,9,1.58,96,6,1,bahaya
27.24,88,1010,1.0,71,1.55,100,6,1,bahaya
29.39,75,1008,1.35,51,1.42,100,6,1,bahaya
22.96,98,1010,0.65,257,1.44,99,6,1,bahaya
22.91,99,1009,0.75,240,1.99,99,6,1,bahaya
24.26,96,1009,0.69,279,2.03,100,6,1,bahaya
29.06,77,1007,1.21,69,1.71,97,6,1,bahaya
23.61,99,1008,0.62,300,2.9,100,6,1,bahaya
27.19,88,1010,0.95,70,1.65,100,6,1,bahaya
28.35,83,1006,1.01,74,2.32,92,6,1,bahaya
22.84,96,1008,0.85,238,1.37,99,6,1,bahaya
29.64,80,1007,1.1,164,1.76,81,6,1,bahaya
23.3,94,1007,0.88,239,1.28,98,6,1,bahaya
22.93,98,1008,0.79,239,1.87,100,6,1,bahaya
29.74,77,1007,0.6,199,1.55,97,6,1,bahaya
27.33,88,1008,0.82,140,2.13,95,6,1,bahaya
31.61,59,1007,2.36,278,2.77,93,6,1,bahaya
24.25,97,1007,0.86,322,1.38,95,6,1,bahaya
28.9,79,1007,1.38,50,1.87,99,6,1,bahaya
23.67,97,1008,0.66,209,1.63,94,6,1,bahaya
26.32,91,1009,0.87,80,2.98,100,6,1,bahaya
26.98,90,1007,1.4,210,1.75,99,6,1,bahaya
23.77,98,1009,0.22,120,2.67,95,6,1,bahaya
22.86,98,1009,0.69,272,1.94,100,6,1,bahaya
27.37,86,1009,1.18,273,1.67,98,6,1,bahaya
26.27,89,1010,1.17,20,1.53,100,6,1,bahaya
26.07,91,1009,0.82,82,3.37,100,6,1,bahaya
24.17,94,1009,0.76,244,1.54,94,6,1,bahaya
29.16,80,1007,1.0,204,1.62,98,6,1,bahaya
27.0,87,1009,1.17,272,1.67,98,6,1,bahaya
24.67,96,1010,0.62,289,1.64,100,6,1,bahaya
24.02,98,1008,0.39,97,8.32,100,7,1,bahaya
24.14,98,1007,0.44,34,1.98,99,6,1,bahaya
28.68,81,1006,0.99,74,2.58,89,6,1,bahaya
26.37,82,1006,1.25,39,2.19,100,6,1,bahaya
27.05,88,1010,0.81,65,1.9,100,6,1,bahaya
23.47,98,1006,0.64,357,3.02,95,6,1,bahaya
27.39,87,1008,0.74,64,2.31,97,6,1,bahaya
23.72,99,1009,0.36,300,3.54,100,6,1,bahaya
23.42,99,1008,0.96,299,2.4,100,6,1,bahaya
24.33,97,1009,0.2,83,3.42,100,6,1,bahaya
27.87,86,1007,1.33,111,1.46,41,6,1,bahaya
24.26,96,1010,0.24,125,1.47,93,6,1,bahaya
28.59,84,1008,1.39,50,1.93,100,6,1,bahaya
24.24,97,1009,1.02,17,2.13,100,6,1,bahaya
24.73,94,1006,0.51,354,2.75,96,6,1,bahaya
27.29,88,1009,0.63,128,1.32,80,6,1,bahaya
23.37,99,1007,1.35,303,3.17,100,6,1,bahaya
24.32,94,1009,0.72,262,1.84,68,6,1,bahaya
30.44,65,1008,2.31,280,3.09,91,6,1,bahaya
24.98,95,1009,0.27,128,1.59,96,6,1,bahaya
27.87,85,1007,0.84,68,2.41,94,6,1,bahaya
24.15,97,1009,0.81,300,2.99,100,6,1,bahaya
28.97,77,1008,1.23,66,1.47,100,6,1,bahaya
29.0,82,1008,1.28,153,2.34,92,6,1,bahaya
27.5,89,1006,1.16,153,3.6,100,6,1,bahaya
26.01,87,1009,1.37,284,2.67,100,6,1,bahaya
23.35,99,1007,1.22,300,3.26,100,6,1,bahaya
27.35,88,1008,0.83,140,2.15,95,6,1,bahaya
22.85,99,1009,0.74,241,1.81,98,6,1,bahaya
27.99,85,1008,1.13,54,2.02,100,6,1,bahaya
29.17,82,1007,0.83,171,2.12,82,6,1,bahaya
29.0,80,1008,0.62,197,1.73,99,6,1,bahaya
30.4,65,1008,2.3,280,3.17,92,6,1,bahaya
24.9,92,1011,1.14,254,1.39,97,6,1,bahaya
27.41,83,1008,1.42,42,1.52,99,6,1,bahaya
23.85,99,1009,0.38,23,2.67,100,6,1,bahaya
24.73,96,1009,0.74,285,1.67,100,6,1,bahaya
24.34,96,1008,0.66,282,2.24,100,6,1,bahaya
29.35,79,1008,0.9,202,1.62,98,6,1,bahaya
29.96,75,1008,0.28,190,1.46,97,6,1,bahaya
29.27,79,1008,0.84,201,1.64,98,6,1,bahaya
22.76,99,1009,0.87,308,1.47,100,6,1,bahaya
22.7,99,1008,0.9,314,1.51,99,6,1,bahaya
29.28,79,1008,0.84,201,1.64,98,6,1,bahaya
29.78,78,1007,0.59,344,1.37,96,6,1,bahaya
28.15,84,1010,0.89,85,1.79,22,6,1,bahaya
28.59,84,1006,1.46,49,2.18,97,6,1,bahaya
27.09,86,1010,1.39,251,1.35,92,6,1,bahaya
24.45,97,1010,0.37,292,1.89,100,6,1,bahaya
26.25,89,1006,0.96,72,1.99,88,6,1,bahaya
27.33,87,1009,0.73,64,2.3,97,6,1,bahaya
23.67,99,1009,0.39,300,3.42,100,6,1,bahaya
23.33,98,1008,0.78,243,2.17,100,6,1,bahaya
28.89,81,1008,0.96,72,1.53,55,6,1,bahaya
28.77,81,1010,0.97,75,1.77,32,6,1,bahaya
24.23,94,1010,1.05,246,1.49,96,6,1,bahaya
29.21,81,1008,1.3,153,2.17,90,6,1,bahaya
27.38,82,1006,1.32,44,2.18,99,6,1,bahaya
27.14,89,1008,0.74,138,1.96,93,6,1,bahaya
27.89,86,1008,0.75,126,1.39,76,6,1,bahaya
22.92,99,1008,0.73,272,4.21,100,6,1,bahaya
29.18,76,1008,1.29,67,1.39,100,6,1,bahaya
28.99,76,1009,1.69,275,1.89,93,6,1,bahaya
27.38,89,1008,0.54,126,1.34,79,6,1,bahaya
26.57,92,1006,0.62,339,1.54,92,6,1,bahaya
27.68,88,1008,0.79,93,1.44,47,6,1,bahaya
22.94,98,1009,0.75,244,1.69,97,6,1,bahaya
27.39,87,1009,1.07,73,1.41,100,6,1,bahaya
24.73,96,1008,0.38,12,3.3,96,6,1,bahaya
25.34,93,1009,0.34,79,2.76,97,6,1,bahaya
29.4,73,1009,1.96,280,2.24,91,6,1,bahaya
23.4,99,1007,1.26,302,2.53,100,6,1,bahaya
22.79,99,1010,0.6,239,2.03,95,6,1,bahaya
26.55,91,1010,0.47,131,1.23,85,6,1,bahaya
28.26,74,1006,0.79,323,1.95,100,6,1,bahaya
27.52,86,1009,1.07,72,1.4,100,6,1,bahaya
22.73,96,1008,0.85,237,1.6,100,6,1,bahaya
22.82,96,1008,0.84,240,1.36,99,6,1,bahaya
28.89,84,1006,0.86,120,1.52,69,6,1,bahaya
27.83,86,1010,0.82,95,1.78,20,6,1,bahaya
22.97,99,1008,0.89,315,1.49,99,6,1,bahaya
30.35,64,1008,2.28,282,3.99,100,6,1,bahaya
26.55,81,1006,1.22,40,2.06,99,6,1,bahaya
24.11,98,1008,0.61,12,3.4,100,6,1,bahaya
22.74,96,1008,0.85,237,1.57,100,6,1,bahaya
29.42,74,1007,1.17,59,1.26,100,6,1,bahaya
23.13,99,1008,0.84,271,11.17,100,6,1,bahaya
23.69,98,1008,0.81,248,2.19,100,6,1,bahaya
26.65,81,1006,1.24,40,1.97,99,6,1,bahaya
22.74,99,1009,0.55,236,2.34,95,6,1,bahaya
22.8,96,1008,0.87,238,1.39,100,6,1,bahaya
26.27,88,1006,1.14,3,1.66,99,6,1,bahaya
28.67,84,1006,0.93,115,1.44,70,6,1,bahaya
24.8,93,1009,1.82,300,1.71,100,6,1,bahaya
23.42,98,1008,0.83,274,10.06,100,6,1,bahaya
23.27,99,1008,1.0,297,3.57,100,6,1,bahaya
29.32,78,1008,1.05,64,2.02,61,6,1,bahaya
22.8,99,1009,0.75,236,2.27,100,6,1,bahaya
24.12,98,1009,0.37,296,2.05,100,6,1,bahaya
26.61,81,1006,0.61,339,2.49,98,6,1,bahaya
27.42,84,1009,1.02,63,1.59,62,6,1,bahaya
28.27,85,1007,1.46,47,2.05,99,6,1,bahaya
28.27,85,1007,1.17,150,2.84,100,6,1,bahaya
23.41,99,1007,0.91,301,3.2,100,6,1,bahaya
24.24,97,1008,0.89,25,1.76,99,6,1,bahaya
22.88,98,1009,0.75,243,1.66,97,6,1,bahaya
24.01,97,1008,0.6,74,1.97,92,6,1,bahaya
29.48,73,1008,1.27,53,1.3,100,6,1,bahaya
22.45,98,1008,0.77,232,2.43,100,6,1,bahaya
27.14,82,1007,1.35,41,1.68,99,6,1,bahaya
29.27,78,1008,0.5,192,1.62,99,6,1,bahaya
23.34,98,1008,0.6,288,3.08,99,6,1,bahaya
27.43,88,1006,1.08,147,2.37,100,6,1,bahaya
30.44,74,1009,1.67,356,1.27,89,6,1,bahaya
22.9,99,1009,0.8,304,1.63,100,6,1,bahaya
24.42,96,1007,0.39,92,1.4,83,6,1,bahaya
28.97,79,1006,1.04,70,2.02,94,6,1,bahaya
23.25,98,1009,0.39,265,1.97,63,6,1,bahaya
22.96,99,1009,0.75,239,2.13,99,6,1,bahaya
27.43,88,1008,0.85,140,2.21,95,6,1,bahaya
27.02,84,1006,1.19,4,1.62,98,6,1,bahaya
27.46,87,1009,0.9,57,2.11,100,6,1,bahaya
22.99,98,1009,0.76,244,1.72,97,6,1,bahaya
22.5,99,1009,0.71,233,2.48,98,6,1,bahaya
25.57,93,1007,0.53,92,1.33,78,6,1,bahaya
28.65,82,1006,0.98,75,2.56,89,6,1,bahaya
27.8,84,1009,0.91,19,1.45,96,6,1,bahaya
23.24,96,1008,0.85,243,1.68,100,6,1,bahaya
26.98,92,1005,1.13,154,4.03,100,6,1,bahaya
28.12,83,1009,1.16,250,1.35,88,6,1,bahaya
26.8,90,1010,0.52,130,1.26,83,6,1,bahaya
27.18,91,1006,0.56,138,1.67,100,6,1,bahaya
23.42,99,1007,1.08,300,2.26,100,6,1,bahaya
25.29,94,1010,0.33,128,1.34,90,6,1,bahaya
27.45,87,1007,0.9,203,1.61,100,6,1,bahaya
29.3,79,1008,0.86,202,1.63,98,6,1,bahaya
23.04,99,1008,0.78,267,8.24,100,6,1,bahaya
23.61,98,1008,0.38,291,2.64,100,6,1,bahaya
29.41,79,1008,0.68,179,1.84,87,6,1,bahaya
24.5,97,1010,0.42,292,1.84,100,6,1,bahaya
28.78,80,1006,1.01,73,2.37,91,6,1,bahaya
25.04,94,1010,0.9,20,1.47,96,6,1,bahaya
29.12,79,1008,0.51,193,1.68,99,6,1,bahaya
23.47,98,1008,0.79,247,2.02,99,6,1,bahaya
27.17,89,1006,1.04,146,2.23,100,6,1,bahaya
27.53,83,1006,1.33,44,2.2,99,6,1,bahaya
23.31,98,1008,0.72,253,1.83,100,6,1,bahaya
24.04,98,1009,0.28,297,2.85,100,6,1,bahaya
27.28,90,1006,0.52,138,1.68,100,6,1,bahaya
24.23,98,1009,0.28,295,2.05,100,6,1,bahaya
27.38,88,1007,1.13,122,1.3,62,6,1,bahaya
24.92,93,1009,1.88,301,1.34,100,6,1,bahaya
26.64,91,1010,0.42,133,1.32,90,6,1,bahaya
27.93,87,1006,0.83,88,1.58,75,6,1,bahaya
27.5,88,1007,0.96,142,2.55,99,6,1,bahaya
26.83,92,1005,0.67,139,1.66,100,6,1,bahaya
23.79,97,1008,0.7,210,1.68,94,6,1,bahaya
23.75,98,1009,0.2,123,1.71,95,6,1,bahaya
26.4,82,1006,1.24,39,2.16,100,6,1,bahaya
24.19,97,1009,0.39,93,5.9,100,6,1,bahaya
25.11,94,1007,0.47,92,1.36,80,6,1,bahaya
23.25,96,1008,0.85,243,1.69,100,6,1,bahaya
23.91,98,1009,0.31,298,3.24,100,6,1,bahaya
28.26,75,1006,0.64,328,1.89,98,6,1,bahaya
26.92,86,1008,1.29,28,2.09,100,6,1,bahaya
27.8,86,1008,1.1,103,1.62,29,6,1,bahaya
23.42,98,1008,0.79,246,1.99,98,6,1,bahaya
29.09,79,1007,1.03,68,2.22,71,6,1,bahaya
23.47,97,1008,0.59,210,1.67,92,6,1,bahaya
28.05,88,1005,1.11,170,1.61,75,6,1,bahaya
22.98,99,1008,1.0,304,1.8,100,6,1,bahaya
23.32,99,1007,0.95,305,6.56,100,6,1,bahaya
28.03,82,1010,1.16,19,1.44,99,6,1,bahaya
